datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt
2021-08-19,02:30,02:45,Hirsch,0,0,0
2021-08-19,02:45,03:00,Hirsch,0,0,0
2021-08-19,03:00,03:15,Hirsch,0,0,0
2021-08-19,03:15,03:30,Hirsch,0,0,0
2021-08-19,03:30,03:45,Hirsch,0,0,0
2021-08-19,03:45,04:00,Hirsch,0,0,0
2021-08-19,04:00,04:15,Hirsch,0,0,0
2021-08-19,04:15,04:30,Hirsch,0,0,0
2021-08-19,04:30,04:45,Hirsch,0,1,1
2021-08-19,04:45,05:00,Hirsch,0,1,1
2021-08-19,05:00,05:15,Hirsch,0,1,1
2021-08-19,05:15,05:30,Hirsch,2,6,8
2021-08-19,05:30,05:45,Hirsch,2,3,5
2021-08-19,05:45,06:00,Hirsch,0,6,6
2021-08-19,06:00,06:15,Hirsch,2,3,5
2021-08-19,06:15,06:30,Hirsch,1,4,5
2021-08-19,06:30,06:45,Hirsch,2,12,14
2021-08-19,06:45,07:00,Hirsch,1,30,31
2021-08-19,07:00,07:15,Hirsch,5,30,35
2021-08-19,07:15,07:30,Hirsch,3,35,38
2021-08-19,07:30,07:45,Hirsch,5,43,48
2021-08-19,07:45,08:00,Hirsch,14,31,45
2021-08-19,08:00,08:15,Hirsch,5,44,49
2021-08-19,08:15,08:30,Hirsch,9,50,59
2021-08-19,08:30,08:45,Hirsch,11,47,58
2021-08-19,08:45,09:00,Hirsch,9,42,51
2021-08-19,09:00,09:15,Hirsch,6,26,32
2021-08-19,09:15,09:30,Hirsch,7,21,28
2021-08-19,09:30,09:45,Hirsch,5,14,19
2021-08-19,09:45,10:00,Hirsch,5,13,18
2021-08-19,10:00,10:15,Hirsch,13,10,23
2021-08-19,10:15,10:30,Hirsch,6,10,16
2021-08-19,10:30,10:45,Hirsch,6,13,19
2021-08-19,10:45,11:00,Hirsch,8,8,16
2021-08-19,11:00,11:15,Hirsch,1,10,11
2021-08-19,11:15,11:30,Hirsch,3,15,18
2021-08-19,11:30,11:45,Hirsch,2,4,6
2021-08-19,11:45,12:00,Hirsch,6,6,12
2021-08-19,12:00,12:15,Hirsch,5,11,16
2021-08-19,12:15,12:30,Hirsch,7,7,14
2021-08-19,12:30,12:45,Hirsch,5,6,11
2021-08-19,12:45,13:00,Hirsch,10,15,25
2021-08-19,13:00,13:15,Hirsch,5,9,14
2021-08-19,13:15,13:30,Hirsch,15,12,27
2021-08-19,13:30,13:45,Hirsch,13,7,20
2021-08-19,13:45,14:00,Hirsch,17,16,33
2021-08-19,14:00,14:15,Hirsch,8,17,25
2021-08-19,14:15,14:30,Hirsch,15,5,20
2021-08-19,14:30,14:45,Hirsch,7,11,18
2021-08-19,14:45,15:00,Hirsch,13,9,22
2021-08-19,15:00,15:15,Hirsch,17,13,30
2021-08-19,15:15,15:30,Hirsch,14,17,31
2021-08-19,15:30,15:45,Hirsch,15,14,29
2021-08-19,15:45,16:00,Hirsch,35,5,40
2021-08-19,16:00,16:15,Hirsch,30,13,43
2021-08-19,16:15,16:30,Hirsch,30,11,41
2021-08-19,16:30,16:45,Hirsch,49,16,65
2021-08-19,16:45,17:00,Hirsch,31,13,44
2021-08-19,17:00,17:15,Hirsch,38,22,60
2021-08-19,17:15,17:30,Hirsch,36,22,58
2021-08-19,17:30,17:45,Hirsch,44,24,68
2021-08-19,17:45,18:00,Hirsch,33,9,42
2021-08-19,18:00,18:15,Hirsch,32,15,47
2021-08-19,18:15,18:30,Hirsch,46,13,59
2021-08-19,18:30,18:45,Hirsch,34,25,59
2021-08-19,18:45,19:00,Hirsch,43,19,62
2021-08-19,19:00,19:15,Hirsch,19,23,42
2021-08-19,19:15,19:30,Hirsch,25,18,43
2021-08-19,19:30,19:45,Hirsch,12,5,17
2021-08-19,19:45,20:00,Hirsch,18,10,28
2021-08-19,20:00,20:15,Hirsch,17,5,22
2021-08-19,20:15,20:30,Hirsch,11,2,13
2021-08-19,20:30,20:45,Hirsch,10,4,14
2021-08-19,20:45,21:00,Hirsch,8,8,16
2021-08-19,21:00,21:15,Hirsch,14,4,18
2021-08-19,21:15,21:30,Hirsch,6,2,8
2021-08-19,21:30,21:45,Hirsch,7,1,8
2021-08-19,21:45,22:00,Hirsch,11,4,15
2021-08-19,22:00,22:15,Hirsch,7,3,10
2021-08-19,22:15,22:30,Hirsch,6,5,11
2021-08-19,22:30,22:45,Hirsch,3,1,4
2021-08-19,22:45,23:00,Hirsch,2,3,5
2021-08-19,23:00,23:15,Hirsch,9,1,10
2021-08-19,23:15,23:30,Hirsch,4,1,5
2021-08-19,23:30,23:45,Hirsch,1,3,4
2021-08-19,23:45,00:00,Hirsch,3,2,5
2021-08-20,00:00,00:15,Hirsch,0,1,1
2021-08-20,00:15,00:30,Hirsch,3,0,3
2021-08-20,00:30,00:45,Hirsch,2,2,4
2021-08-20,00:45,01:00,Hirsch,4,0,4
2021-08-20,01:00,01:15,Hirsch,1,0,1
2021-08-20,01:15,01:30,Hirsch,2,2,4
2021-08-20,01:30,01:45,Hirsch,1,2,3
2021-08-20,01:45,02:00,Hirsch,2,1,3
2021-08-20,02:00,02:15,Hirsch,0,0,0
2021-08-20,02:15,02:30,Hirsch,5,0,5
2021-08-20,02:30,02:45,Hirsch,0,0,0
2021-08-20,02:45,03:00,Hirsch,0,0,0
2021-08-20,03:00,03:15,Hirsch,0,0,0
2021-08-20,03:15,03:30,Hirsch,1,0,1
2021-08-20,03:30,03:45,Hirsch,0,0,0
2021-08-20,03:45,04:00,Hirsch,0,0,0
2021-08-20,04:00,04:15,Hirsch,0,0,0
2021-08-20,04:15,04:30,Hirsch,0,0,0
2021-08-20,04:30,04:45,Hirsch,0,1,1
2021-08-20,04:45,05:00,Hirsch,1,1,2
2021-08-20,05:00,05:15,Hirsch,0,0,0
2021-08-20,05:15,05:30,Hirsch,1,2,3
2021-08-20,05:30,05:45,Hirsch,1,4,5
2021-08-20,05:45,06:00,Hirsch,1,10,11
2021-08-20,06:00,06:15,Hirsch,2,6,8
2021-08-20,06:15,06:30,Hirsch,0,7,7
2021-08-20,06:30,06:45,Hirsch,1,7,8
2021-08-20,06:45,07:00,Hirsch,3,17,20
2021-08-20,07:00,07:15,Hirsch,3,17,20
2021-08-20,07:15,07:30,Hirsch,6,15,21
2021-08-20,07:30,07:45,Hirsch,7,32,39
2021-08-20,07:45,08:00,Hirsch,8,30,38
2021-08-20,08:00,08:15,Hirsch,9,31,40
2021-08-20,08:15,08:30,Hirsch,6,30,36
2021-08-20,08:30,08:45,Hirsch,9,53,62
2021-08-20,08:45,09:00,Hirsch,14,43,57
2021-08-20,09:00,09:15,Hirsch,8,18,26
2021-08-20,09:15,09:30,Hirsch,5,14,19
2021-08-20,09:30,09:45,Hirsch,6,20,26
2021-08-20,09:45,10:00,Hirsch,3,13,16
2021-08-20,10:00,10:15,Hirsch,5,15,20
2021-08-20,10:15,10:30,Hirsch,3,12,15
2021-08-20,10:30,10:45,Hirsch,8,19,27
2021-08-20,10:45,11:00,Hirsch,5,7,12
2021-08-20,11:00,11:15,Hirsch,9,12,21
2021-08-20,11:15,11:30,Hirsch,2,14,16
2021-08-20,11:30,11:45,Hirsch,6,10,16
2021-08-20,11:45,12:00,Hirsch,10,13,23
2021-08-20,12:00,12:15,Hirsch,8,6,14
2021-08-20,12:15,12:30,Hirsch,9,8,17
2021-08-20,12:30,12:45,Hirsch,13,5,18
2021-08-20,12:45,13:00,Hirsch,11,5,16
2021-08-20,13:00,13:15,Hirsch,13,13,26
2021-08-20,13:15,13:30,Hirsch,15,21,36
2021-08-20,13:30,13:45,Hirsch,19,7,26
2021-08-20,13:45,14:00,Hirsch,10,13,23
2021-08-20,14:00,14:15,Hirsch,14,11,25
2021-08-20,14:15,14:30,Hirsch,19,10,29
2021-08-20,14:30,14:45,Hirsch,15,18,33
2021-08-20,14:45,15:00,Hirsch,18,12,30
2021-08-20,15:00,15:15,Hirsch,19,10,29
2021-08-20,15:15,15:30,Hirsch,15,17,32
2021-08-20,15:30,15:45,Hirsch,20,16,36
2021-08-20,15:45,16:00,Hirsch,24,12,36
2021-08-20,16:00,16:15,Hirsch,32,19,51
2021-08-20,16:15,16:30,Hirsch,31,16,47
2021-08-20,16:30,16:45,Hirsch,35,18,53
2021-08-20,16:45,17:00,Hirsch,29,17,46
2021-08-20,17:00,17:15,Hirsch,24,11,35
2021-08-20,17:15,17:30,Hirsch,28,21,49
2021-08-20,17:30,17:45,Hirsch,31,15,46
2021-08-20,17:45,18:00,Hirsch,24,9,33
2021-08-20,18:00,18:15,Hirsch,36,16,52
2021-08-20,18:15,18:30,Hirsch,23,12,35
2021-08-20,18:30,18:45,Hirsch,16,19,35
2021-08-20,18:45,19:00,Hirsch,15,17,32
2021-08-20,19:00,19:15,Hirsch,9,20,29
2021-08-20,19:15,19:30,Hirsch,20,13,33
2021-08-20,19:30,19:45,Hirsch,19,11,30
2021-08-20,19:45,20:00,Hirsch,14,14,28
2021-08-20,20:00,20:15,Hirsch,9,5,14
2021-08-20,20:15,20:30,Hirsch,12,5,17
2021-08-20,20:30,20:45,Hirsch,13,3,16
2021-08-20,20:45,21:00,Hirsch,4,9,13
2021-08-20,21:00,21:15,Hirsch,4,9,13
2021-08-20,21:15,21:30,Hirsch,11,3,14
2021-08-20,21:30,21:45,Hirsch,5,1,6
2021-08-20,21:45,22:00,Hirsch,7,3,10
2021-08-20,22:00,22:15,Hirsch,7,6,13
2021-08-20,22:15,22:30,Hirsch,9,1,10
2021-08-20,22:30,22:45,Hirsch,6,1,7
2021-08-20,22:45,23:00,Hirsch,6,0,6
2021-08-20,23:00,23:15,Hirsch,5,2,7
2021-08-20,23:15,23:30,Hirsch,9,3,12
2021-08-20,23:30,23:45,Hirsch,1,1,2
2021-08-20,23:45,00:00,Hirsch,4,0,4
2021-08-21,00:00,00:15,Hirsch,2,0,2
2021-08-21,00:15,00:30,Hirsch,6,2,8
2021-08-21,00:30,00:45,Hirsch,7,0,7
2021-08-21,00:45,01:00,Hirsch,1,1,2
2021-08-21,01:00,01:15,Hirsch,3,0,3
2021-08-21,01:15,01:30,Hirsch,0,0,0
2021-08-21,01:30,01:45,Hirsch,2,0,2
2021-08-21,01:45,02:00,Hirsch,1,0,1
2021-08-21,02:00,02:15,Hirsch,2,1,3
2021-08-21,02:15,02:30,Hirsch,1,0,1
2021-08-21,02:30,02:45,Hirsch,0,0,0
2021-08-21,02:45,03:00,Hirsch,0,0,0
2021-08-21,03:00,03:15,Hirsch,1,1,2
2021-08-21,03:15,03:30,Hirsch,0,0,0
2021-08-21,03:30,03:45,Hirsch,0,0,0
2021-08-21,03:45,04:00,Hirsch,0,0,0
2021-08-21,04:00,04:15,Hirsch,0,0,0
2021-08-21,04:15,04:30,Hirsch,0,0,0
2021-08-21,04:30,04:45,Hirsch,0,0,0
2021-08-21,04:45,05:00,Hirsch,0,0,0
2021-08-21,05:00,05:15,Hirsch,0,0,0
2021-08-21,05:15,05:30,Hirsch,0,0,0
2021-08-21,05:30,05:45,Hirsch,1,0,1
2021-08-21,05:45,06:00,Hirsch,1,1,2
2021-08-21,06:00,06:15,Hirsch,2,1,3
2021-08-21,06:15,06:30,Hirsch,2,0,2
2021-08-21,06:30,06:45,Hirsch,1,2,3
2021-08-21,06:45,07:00,Hirsch,1,2,3
2021-08-21,07:00,07:15,Hirsch,1,3,4
2021-08-21,07:15,07:30,Hirsch,5,5,10
2021-08-21,07:30,07:45,Hirsch,1,2,3
2021-08-21,07:45,08:00,Hirsch,5,3,8
2021-08-21,08:00,08:15,Hirsch,0,7,7
2021-08-21,08:15,08:30,Hirsch,4,2,6
2021-08-21,08:30,08:45,Hirsch,1,6,7
2021-08-21,08:45,09:00,Hirsch,2,4,6
2021-08-21,09:00,09:15,Hirsch,3,4,7
2021-08-21,09:15,09:30,Hirsch,3,9,12
2021-08-21,09:30,09:45,Hirsch,16,10,26
2021-08-21,09:45,10:00,Hirsch,5,14,19
2021-08-21,10:00,10:15,Hirsch,5,7,12
2021-08-21,10:15,10:30,Hirsch,7,6,13
2021-08-21,10:30,10:45,Hirsch,13,8,21
2021-08-21,10:45,11:00,Hirsch,8,12,20
2021-08-21,11:00,11:15,Hirsch,10,9,19
2021-08-21,11:15,11:30,Hirsch,22,14,36
2021-08-21,11:30,11:45,Hirsch,9,15,24
2021-08-21,11:45,12:00,Hirsch,7,17,24
2021-08-21,12:00,12:15,Hirsch,6,7,13
2021-08-21,12:15,12:30,Hirsch,14,13,27
2021-08-21,12:30,12:45,Hirsch,15,15,30
2021-08-21,12:45,13:00,Hirsch,13,7,20
2021-08-21,13:00,13:15,Hirsch,16,11,27
2021-08-21,13:15,13:30,Hirsch,12,17,29
2021-08-21,13:30,13:45,Hirsch,17,10,27
2021-08-21,13:45,14:00,Hirsch,14,20,34
2021-08-21,14:00,14:15,Hirsch,10,13,23
2021-08-21,14:15,14:30,Hirsch,20,11,31
2021-08-21,14:30,14:45,Hirsch,12,8,20
2021-08-21,14:45,15:00,Hirsch,15,12,27
2021-08-21,15:00,15:15,Hirsch,10,21,31
2021-08-21,15:15,15:30,Hirsch,7,9,16
2021-08-21,15:30,15:45,Hirsch,18,12,30
2021-08-21,15:45,16:00,Hirsch,14,15,29
2021-08-21,16:00,16:15,Hirsch,8,13,21
2021-08-21,16:15,16:30,Hirsch,25,14,39
2021-08-21,16:30,16:45,Hirsch,14,5,19
2021-08-21,16:45,17:00,Hirsch,12,20,32
2021-08-21,17:00,17:15,Hirsch,15,12,27
2021-08-21,17:15,17:30,Hirsch,18,28,46
2021-08-21,17:30,17:45,Hirsch,11,22,33
2021-08-21,17:45,18:00,Hirsch,14,13,27
2021-08-21,18:00,18:15,Hirsch,13,18,31
2021-08-21,18:15,18:30,Hirsch,14,19,33
2021-08-21,18:30,18:45,Hirsch,10,8,18
2021-08-21,18:45,19:00,Hirsch,8,15,23
2021-08-21,19:00,19:15,Hirsch,22,2,24
2021-08-21,19:15,19:30,Hirsch,7,10,17
2021-08-21,19:30,19:45,Hirsch,13,14,27
2021-08-21,19:45,20:00,Hirsch,9,8,17
2021-08-21,20:00,20:15,Hirsch,7,11,18
2021-08-21,20:15,20:30,Hirsch,5,9,14
2021-08-21,20:30,20:45,Hirsch,10,5,15
2021-08-21,20:45,21:00,Hirsch,9,10,19
2021-08-21,21:00,21:15,Hirsch,10,9,19
2021-08-21,21:15,21:30,Hirsch,6,7,13
2021-08-21,21:30,21:45,Hirsch,8,3,11
2021-08-21,21:45,22:00,Hirsch,6,2,8
2021-08-21,22:00,22:15,Hirsch,3,3,6
2021-08-21,22:15,22:30,Hirsch,3,4,7
2021-08-21,22:30,22:45,Hirsch,9,0,9
2021-08-21,22:45,23:00,Hirsch,2,0,2
2021-08-21,23:00,23:15,Hirsch,3,2,5
2021-08-21,23:15,23:30,Hirsch,3,1,4
2021-08-21,23:30,23:45,Hirsch,7,0,7
2021-08-21,23:45,00:00,Hirsch,1,1,2
2021-08-22,00:00,00:15,Hirsch,3,0,3
2021-08-22,00:15,00:30,Hirsch,5,0,5
2021-08-22,00:30,00:45,Hirsch,10,4,14
2021-08-22,00:45,01:00,Hirsch,2,0,2
2021-08-22,01:00,01:15,Hirsch,3,0,3
2021-08-22,01:15,01:30,Hirsch,2,4,6
2021-08-22,01:30,01:45,Hirsch,0,4,4
2021-08-22,01:45,02:00,Hirsch,0,0,0
2021-08-22,02:00,02:15,Hirsch,1,0,1
2021-08-22,02:15,02:30,Hirsch,1,0,1
2021-08-22,02:30,02:45,Hirsch,0,1,1
2021-08-22,02:45,03:00,Hirsch,0,0,0
2021-08-22,03:00,03:15,Hirsch,0,0,0
2021-08-22,03:15,03:30,Hirsch,1,0,1
2021-08-22,03:30,03:45,Hirsch,1,0,1
2021-08-22,03:45,04:00,Hirsch,0,0,0
2021-08-22,04:00,04:15,Hirsch,0,0,0
2021-08-22,04:15,04:30,Hirsch,0,0,0
2021-08-22,04:30,04:45,Hirsch,0,0,0
2021-08-22,04:45,05:00,Hirsch,0,0,0
2021-08-22,05:00,05:15,Hirsch,0,3,3
2021-08-22,05:15,05:30,Hirsch,0,0,0
2021-08-22,05:30,05:45,Hirsch,1,0,1
2021-08-22,05:45,06:00,Hirsch,1,3,4
2021-08-22,06:00,06:15,Hirsch,1,1,2
2021-08-22,06:15,06:30,Hirsch,0,1,1
2021-08-22,06:30,06:45,Hirsch,0,0,0
2021-08-22,06:45,07:00,Hirsch,0,0,0
2021-08-22,07:00,07:15,Hirsch,1,0,1
2021-08-22,07:15,07:30,Hirsch,0,1,1
2021-08-22,07:30,07:45,Hirsch,1,1,2
2021-08-22,07:45,08:00,Hirsch,1,2,3
2021-08-22,08:00,08:15,Hirsch,0,1,1
2021-08-22,08:15,08:30,Hirsch,1,0,1
2021-08-22,08:30,08:45,Hirsch,1,0,1
2021-08-22,08:45,09:00,Hirsch,0,0,0
2021-08-22,09:00,09:15,Hirsch,2,4,6
2021-08-22,09:15,09:30,Hirsch,1,3,4
2021-08-22,09:30,09:45,Hirsch,3,2,5
2021-08-22,09:45,10:00,Hirsch,2,1,3
2021-08-22,10:00,10:15,Hirsch,5,4,9
2021-08-22,10:15,10:30,Hirsch,3,4,7
2021-08-22,10:30,10:45,Hirsch,7,2,9
2021-08-22,10:45,11:00,Hirsch,3,8,11
2021-08-22,11:00,11:15,Hirsch,3,2,5
2021-08-22,11:15,11:30,Hirsch,4,6,10
2021-08-22,11:30,11:45,Hirsch,12,11,23
2021-08-22,11:45,12:00,Hirsch,11,16,27
2021-08-22,12:00,12:15,Hirsch,8,3,11
2021-08-22,12:15,12:30,Hirsch,6,8,14
2021-08-22,12:30,12:45,Hirsch,7,16,23
2021-08-22,12:45,13:00,Hirsch,2,14,16
2021-08-22,13:00,13:15,Hirsch,12,15,27
2021-08-22,13:15,13:30,Hirsch,8,15,23
2021-08-22,13:30,13:45,Hirsch,11,7,18
2021-08-22,13:45,14:00,Hirsch,8,10,18
2021-08-22,14:00,14:15,Hirsch,19,18,37
2021-08-22,14:15,14:30,Hirsch,18,9,27
2021-08-22,14:30,14:45,Hirsch,12,11,23
2021-08-22,14:45,15:00,Hirsch,7,12,19
2021-08-22,15:00,15:15,Hirsch,6,8,14
2021-08-22,15:15,15:30,Hirsch,11,16,27
2021-08-22,15:30,15:45,Hirsch,8,19,27
2021-08-22,15:45,16:00,Hirsch,12,6,18
2021-08-22,16:00,16:15,Hirsch,1,6,7
2021-08-22,16:15,16:30,Hirsch,6,4,10
2021-08-22,16:30,16:45,Hirsch,8,3,11
2021-08-22,16:45,17:00,Hirsch,3,1,4
2021-08-22,17:00,17:15,Hirsch,2,8,10
2021-08-22,17:15,17:30,Hirsch,10,3,13
2021-08-22,17:30,17:45,Hirsch,6,2,8
2021-08-22,17:45,18:00,Hirsch,1,7,8
2021-08-22,18:00,18:15,Hirsch,11,9,20
2021-08-22,18:15,18:30,Hirsch,8,5,13
2021-08-22,18:30,18:45,Hirsch,4,5,9
2021-08-22,18:45,19:00,Hirsch,2,4,6
2021-08-22,19:00,19:15,Hirsch,4,1,5
2021-08-22,19:15,19:30,Hirsch,0,1,1
2021-08-22,19:30,19:45,Hirsch,1,2,3
2021-08-22,19:45,20:00,Hirsch,2,2,4
2021-08-22,20:00,20:15,Hirsch,0,0,0
2021-08-22,20:15,20:30,Hirsch,0,1,1
2021-08-22,20:30,20:45,Hirsch,1,1,2
2021-08-22,20:45,21:00,Hirsch,3,2,5
2021-08-22,21:00,21:15,Hirsch,0,1,1
2021-08-22,21:15,21:30,Hirsch,1,1,2
2021-08-22,21:30,21:45,Hirsch,1,0,1
2021-08-22,21:45,22:00,Hirsch,1,0,1
2021-08-22,22:00,22:15,Hirsch,5,1,6
2021-08-22,22:15,22:30,Hirsch,1,1,2
2021-08-22,22:30,22:45,Hirsch,1,0,1
2021-08-22,22:45,23:00,Hirsch,0,0,0
2021-08-22,23:00,23:15,Hirsch,1,1,2
2021-08-22,23:15,23:30,Hirsch,0,0,0
2021-08-22,23:30,23:45,Hirsch,2,0,2
2021-08-22,23:45,00:00,Hirsch,0,0,0
2021-08-23,00:00,00:15,Hirsch,0,0,0
2021-08-23,00:15,00:30,Hirsch,2,0,2
2021-08-23,00:30,00:45,Hirsch,1,1,2
2021-08-23,00:45,01:00,Hirsch,0,0,0
2021-08-23,01:00,01:15,Hirsch,0,0,0
2021-08-23,01:15,01:30,Hirsch,0,0,0
2021-08-23,01:30,01:45,Hirsch,1,0,1
2021-08-23,01:45,02:00,Hirsch,0,0,0
2021-08-23,02:00,02:15,Hirsch,0,0,0
2021-08-23,02:15,02:30,Hirsch,0,0,0
2021-08-23,02:30,02:45,Hirsch,0,0,0
2021-08-23,02:45,03:00,Hirsch,0,0,0
2021-08-23,03:00,03:15,Hirsch,0,0,0
2021-08-23,03:15,03:30,Hirsch,0,1,1
2021-08-23,03:30,03:45,Hirsch,0,0,0
2021-08-23,03:45,04:00,Hirsch,0,0,0
2021-08-23,04:00,04:15,Hirsch,0,0,0
2021-08-23,04:15,04:30,Hirsch,0,0,0
2021-08-23,04:30,04:45,Hirsch,0,2,2
2021-08-23,04:45,05:00,Hirsch,0,1,1
2021-08-23,05:00,05:15,Hirsch,0,1,1
2021-08-23,05:15,05:30,Hirsch,0,3,3
2021-08-23,05:30,05:45,Hirsch,2,3,5
2021-08-23,05:45,06:00,Hirsch,0,2,2
2021-08-23,06:00,06:15,Hirsch,1,5,6
2021-08-23,06:15,06:30,Hirsch,2,4,6
2021-08-23,06:30,06:45,Hirsch,2,8,10
2021-08-23,06:45,07:00,Hirsch,3,21,24
2021-08-23,07:00,07:15,Hirsch,2,21,23
2021-08-23,07:15,07:30,Hirsch,7,34,41
2021-08-23,07:30,07:45,Hirsch,2,34,36
2021-08-23,07:45,08:00,Hirsch,6,43,49
2021-08-23,08:00,08:15,Hirsch,5,39,44
2021-08-23,08:15,08:30,Hirsch,5,38,43
2021-08-23,08:30,08:45,Hirsch,13,44,57
2021-08-23,08:45,09:00,Hirsch,8,43,51
2021-08-23,09:00,09:15,Hirsch,8,25,33
2021-08-23,09:15,09:30,Hirsch,7,20,27
2021-08-23,09:30,09:45,Hirsch,9,13,22
2021-08-23,09:45,10:00,Hirsch,4,16,20
2021-08-23,10:00,10:15,Hirsch,3,10,13
2021-08-23,10:15,10:30,Hirsch,2,9,11
2021-08-23,10:30,10:45,Hirsch,1,7,8
2021-08-23,10:45,11:00,Hirsch,3,6,9
2021-08-23,11:00,11:15,Hirsch,2,4,6
2021-08-23,11:15,11:30,Hirsch,4,4,8
2021-08-23,11:30,11:45,Hirsch,6,5,11
2021-08-23,11:45,12:00,Hirsch,3,5,8
2021-08-23,12:00,12:15,Hirsch,2,2,4
2021-08-23,12:15,12:30,Hirsch,4,3,7
2021-08-23,12:30,12:45,Hirsch,8,9,17
2021-08-23,12:45,13:00,Hirsch,10,5,15
2021-08-23,13:00,13:15,Hirsch,3,9,12
2021-08-23,13:15,13:30,Hirsch,5,7,12
2021-08-23,13:30,13:45,Hirsch,9,6,15
2021-08-23,13:45,14:00,Hirsch,15,5,20
2021-08-23,14:00,14:15,Hirsch,9,4,13
2021-08-23,14:15,14:30,Hirsch,6,6,12
2021-08-23,14:30,14:45,Hirsch,4,8,12
2021-08-23,14:45,15:00,Hirsch,9,11,20
2021-08-23,15:00,15:15,Hirsch,14,8,22
2021-08-23,15:15,15:30,Hirsch,17,2,19
2021-08-23,15:30,15:45,Hirsch,19,5,24
2021-08-23,15:45,16:00,Hirsch,15,12,27
2021-08-23,16:00,16:15,Hirsch,18,4,22
2021-08-23,16:15,16:30,Hirsch,18,7,25
2021-08-23,16:30,16:45,Hirsch,29,8,37
2021-08-23,16:45,17:00,Hirsch,26,14,40
2021-08-23,17:00,17:15,Hirsch,29,5,34
2021-08-23,17:15,17:30,Hirsch,41,8,49
2021-08-23,17:30,17:45,Hirsch,34,9,43
2021-08-23,17:45,18:00,Hirsch,26,16,42
2021-08-23,18:00,18:15,Hirsch,33,12,45
2021-08-23,18:15,18:30,Hirsch,32,7,39
2021-08-23,18:30,18:45,Hirsch,31,11,42
2021-08-23,18:45,19:00,Hirsch,21,6,27
2021-08-23,19:00,19:15,Hirsch,14,2,16
2021-08-23,19:15,19:30,Hirsch,11,3,14
2021-08-23,19:30,19:45,Hirsch,19,5,24
2021-08-23,19:45,20:00,Hirsch,18,2,20
2021-08-23,20:00,20:15,Hirsch,12,2,14
2021-08-23,20:15,20:30,Hirsch,9,3,12
2021-08-23,20:30,20:45,Hirsch,4,6,10
2021-08-23,20:45,21:00,Hirsch,2,2,4
2021-08-23,21:00,21:15,Hirsch,2,3,5
2021-08-23,21:15,21:30,Hirsch,1,0,1
2021-08-23,21:30,21:45,Hirsch,4,2,6
2021-08-23,21:45,22:00,Hirsch,3,0,3
2021-08-23,22:00,22:15,Hirsch,7,0,7
2021-08-23,22:15,22:30,Hirsch,2,5,7
2021-08-23,22:30,22:45,Hirsch,1,0,1
2021-08-23,22:45,23:00,Hirsch,2,0,2
2021-08-23,23:00,23:15,Hirsch,1,0,1
2021-08-23,23:15,23:30,Hirsch,2,0,2
2021-08-23,23:30,23:45,Hirsch,0,0,0
2021-08-23,23:45,00:00,Hirsch,1,0,1
2021-08-24,00:00,00:15,Hirsch,1,0,1
2021-08-24,00:15,00:30,Hirsch,0,0,0
2021-08-24,00:30,00:45,Hirsch,0,0,0
2021-08-24,00:45,01:00,Hirsch,0,0,0
2021-08-24,01:00,01:15,Hirsch,1,0,1
2021-08-24,01:15,01:30,Hirsch,0,0,0
2021-08-24,01:30,01:45,Hirsch,0,0,0
2021-08-24,01:45,02:00,Hirsch,0,0,0
2021-08-24,02:00,02:15,Hirsch,0,0,0
2021-08-24,02:15,02:30,Hirsch,0,0,0
2021-08-24,02:30,02:45,Hirsch,0,0,0
2021-08-24,02:45,03:00,Hirsch,0,0,0
2021-08-24,03:00,03:15,Hirsch,0,0,0
2021-08-24,03:15,03:30,Hirsch,0,1,1
2021-08-24,03:30,03:45,Hirsch,0,1,1
2021-08-24,03:45,04:00,Hirsch,0,0,0
2021-08-24,04:00,04:15,Hirsch,0,0,0
2021-08-24,04:15,04:30,Hirsch,0,0,0
2021-08-24,04:30,04:45,Hirsch,0,1,1
2021-08-24,04:45,05:00,Hirsch,0,0,0
2021-08-24,05:00,05:15,Hirsch,1,1,2
2021-08-24,05:15,05:30,Hirsch,0,3,3
2021-08-24,05:30,05:45,Hirsch,0,2,2
2021-08-24,05:45,06:00,Hirsch,0,7,7
2021-08-24,06:00,06:15,Hirsch,1,3,4
2021-08-24,06:15,06:30,Hirsch,1,5,6
2021-08-24,06:30,06:45,Hirsch,0,7,7
2021-08-24,06:45,07:00,Hirsch,2,17,19
2021-08-24,07:00,07:15,Hirsch,1,20,21
2021-08-24,07:15,07:30,Hirsch,8,34,42
2021-08-24,07:30,07:45,Hirsch,3,27,30
2021-08-24,07:45,08:00,Hirsch,6,39,45
2021-08-24,08:00,08:15,Hirsch,6,36,42
2021-08-24,08:15,08:30,Hirsch,5,34,39
2021-08-24,08:30,08:45,Hirsch,8,40,48
2021-08-24,08:45,09:00,Hirsch,9,36,45
2021-08-24,09:00,09:15,Hirsch,4,17,21
2021-08-24,09:15,09:30,Hirsch,4,19,23
2021-08-24,09:30,09:45,Hirsch,3,12,15
2021-08-24,09:45,10:00,Hirsch,1,12,13
2021-08-24,10:00,10:15,Hirsch,5,8,13
2021-08-24,10:15,10:30,Hirsch,3,8,11
2021-08-24,10:30,10:45,Hirsch,8,6,14
2021-08-24,10:45,11:00,Hirsch,1,6,7
2021-08-24,11:00,11:15,Hirsch,5,10,15
2021-08-24,11:15,11:30,Hirsch,0,3,3
